timestamp,config_file,grid_size,wind_direction,base_penalty,distance_decay,score_mode,uniform_value,layers,optimizer,maxiter,rhobeg,shots,gamma_range,beta_range,enforce_constraints,min_turbines,max_turbines,constraint_penalty,best_bitstring,best_probability,optimal_value,total_score,wake_penalty,net_score,iterations,execution_time_s,min_cost,max_cost,final_cost,num_turbines,turbines_with_penalty,penalty_ratio
2025-08-20 14:54:11,config_3x3_random.json,3x3,0-1,8.0,1.0,random,,2,COBYLA,50,0.7,100,pi/2,pi/4,False,3,3,10.0,001001001,0.090000,-13.782998500667016,14.156411076062993,0,14.156411076062993,50,4.56,-13.782998500667016,-7.0706047692174145,-13.782998500667016,3,0,0.000000
